feature,importance_mean,importance_std
missingindicator_item_220210_count,0.0,0.0
missingindicator_item_220210_std,0.0,0.0
missingindicator_item_220210_max,0.0,0.0
missingindicator_item_811_count,0.0,0.0
missingindicator_item_220210_min,0.0,0.0
missingindicator_item_811_last,0.0,0.0
missingindicator_item_220739_mean,0.0,0.0
missingindicator_item_220739_min,0.0,0.0
missingindicator_item_220179_min,0.0,0.0
missingindicator_item_454_min,0.0,0.0
missingindicator_item_220179_std,0.0,0.0
RELIGION_UNITARIAN-UNIVERSALIST,0.0,0.0
RELIGION_JEWISH,0.0,0.0
RELIGION_LUTHERAN,0.0,0.0
RELIGION_METHODIST,0.0,0.0
RELIGION_MUSLIM,0.0,0.0
RELIGION_OTHER,0.0,0.0
RELIGION_ROMANIAN EAST. ORTH,0.0,0.0
RELIGION_UNKNOWN,0.0,0.0
ETHNICITY_ASIAN - ASIAN INDIAN,0.0,0.0
MARITAL_STATUS_DIVORCED,0.0,0.0
MARITAL_STATUS_LIFE PARTNER,0.0,0.0
MARITAL_STATUS_SEPARATED,0.0,0.0
MARITAL_STATUS_UNKNOWN (DEFAULT),0.0,0.0
MARITAL_STATUS_WIDOWED,0.0,0.0
ETHNICITY_AMERICAN INDIAN/ALASKA NATIVE,0.0,0.0
RELIGION_JEHOVAH'S WITNESS,0.0,0.0
RELIGION_HINDU,0.0,0.0
RELIGION_HEBREW,0.0,0.0
RELIGION_GREEK ORTHODOX,0.0,0.0
RELIGION_EPISCOPALIAN,0.0,0.0
RELIGION_CHRISTIAN SCIENTIST,0.0,0.0
RELIGION_BUDDHIST,0.0,0.0
RELIGION_BAPTIST,0.0,0.0
RELIGION_7TH DAY ADVENTIST,0.0,0.0
LANGUAGE_VIET,0.0,0.0
LANGUAGE_URDU,0.0,0.0
LANGUAGE_TURK,0.0,0.0
LANGUAGE_THAI,0.0,0.0
LANGUAGE_TAGA,0.0,0.0
LANGUAGE_SPAN,0.0,0.0
LANGUAGE_SOMA,0.0,0.0
LANGUAGE_SERB,0.0,0.0
ETHNICITY_ASIAN,0.0,0.0
ETHNICITY_ASIAN - CAMBODIAN,0.0,0.0
LANGUAGE_PTUN,0.0,0.0
ETHNICITY_OTHER,0.0,0.0
ETHNICITY_HISPANIC/LATINO - MEXICAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - PUERTO RICAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - SALVADORAN,0.0,0.0
ETHNICITY_MIDDLE EASTERN,0.0,0.0
ETHNICITY_MULTI RACE ETHNICITY,0.0,0.0
ETHNICITY_NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,0.0,0.0
ETHNICITY_PORTUGUESE,0.0,0.0
ETHNICITY_ASIAN - CHINESE,0.0,0.0
ETHNICITY_SOUTH AMERICAN,0.0,0.0
ETHNICITY_UNABLE TO OBTAIN,0.0,0.0
ETHNICITY_UNKNOWN/NOT SPECIFIED,0.0,0.0
ETHNICITY_WHITE - BRAZILIAN,0.0,0.0
ETHNICITY_WHITE - EASTERN EUROPEAN,0.0,0.0
ETHNICITY_WHITE - OTHER EUROPEAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - HONDURAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - GUATEMALAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - DOMINICAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - CUBAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - COLOMBIAN,0.0,0.0
ETHNICITY_HISPANIC/LATINO - CENTRAL AMERICAN (OTHER),0.0,0.0
ETHNICITY_HISPANIC OR LATINO,0.0,0.0
ETHNICITY_CARIBBEAN ISLAND,0.0,0.0
ETHNICITY_BLACK/HAITIAN,0.0,0.0
ETHNICITY_BLACK/CAPE VERDEAN,0.0,0.0
ETHNICITY_BLACK/AFRICAN,0.0,0.0
ETHNICITY_ASIAN - VIETNAMESE,0.0,0.0
ETHNICITY_ASIAN - THAI,0.0,0.0
ETHNICITY_ASIAN - OTHER,0.0,0.0
ETHNICITY_ASIAN - KOREAN,0.0,0.0
ETHNICITY_ASIAN - JAPANESE,0.0,0.0
ETHNICITY_ASIAN - FILIPINO,0.0,0.0
LANGUAGE_RUSS,0.0,0.0
LANGUAGE_PORT,0.0,0.0
missingindicator_item_220179_count,0.0,0.0
LANGUAGE_*CRE,0.0,0.0
LANGUAGE_*ARM,0.0,0.0
LANGUAGE_*BEN,0.0,0.0
LANGUAGE_*BUL,0.0,0.0
LANGUAGE_*BUR,0.0,0.0
LANGUAGE_*CAN,0.0,0.0
LANGUAGE_*CDI,0.0,0.0
LANGUAGE_*DUT,0.0,0.0
LANGUAGE_*LIT,0.0,0.0
LANGUAGE_*FAR,0.0,0.0
LANGUAGE_*FIL,0.0,0.0
LANGUAGE_*FUL,0.0,0.0
missingindicator_item_8547_min,0.0,0.0
LANGUAGE_*HUN,0.0,0.0
LANGUAGE_*IBO,0.0,0.0
LANGUAGE_*ARA,0.0,0.0
LANGUAGE_*AMH,0.0,0.0
LANGUAGE_**TO,0.0,0.0
LANGUAGE_** T,0.0,0.0
LANGUAGE_* FU,0.0,0.0
INSURANCE_MEDICARE,0.0,0.0
ADMISSION_LOCATION_TRSF WITHIN THIS FACILITY,0.0,0.0
ADMISSION_LOCATION_TRANSFER FROM SKILLED NUR,0.0,0.0
ADMISSION_LOCATION_TRANSFER FROM OTHER HEALT,0.0,0.0
ADMISSION_LOCATION_HMO REFERRAL/SICK,0.0,0.0
ADMISSION_LOCATION_EMERGENCY ROOM ADMIT,0.0,0.0
ADMISSION_TYPE_NEWBORN,0.0,0.0
LAST_CAREUNIT_NICU,0.0,0.0
FIRST_CAREUNIT_NICU,0.0,0.0
DBSOURCE_CAREVUE,0.0,0.0
DBSOURCE_BOTH,0.0,0.0
missingindicator_item_220179_last,0.0,0.0
LANGUAGE_*LEB,0.0,0.0
LANGUAGE_*MAN,0.0,0.0
LANGUAGE_POLI,0.0,0.0
LANGUAGE_HAIT,0.0,0.0
LANGUAGE_CANT,0.0,0.0
LANGUAGE_CAPE,0.0,0.0
LANGUAGE_ETHI,0.0,0.0
LANGUAGE_FREN,0.0,0.0
LANGUAGE_GERM,0.0,0.0
LANGUAGE_GREE,0.0,0.0
LANGUAGE_HIND,0.0,0.0
LANGUAGE_*MOR,0.0,0.0
LANGUAGE_ITAL,0.0,0.0
LANGUAGE_JAPA,0.0,0.0
LANGUAGE_KORE,0.0,0.0
LANGUAGE_LAOT,0.0,0.0
LANGUAGE_MAND,0.0,0.0
LANGUAGE_PERS,0.0,0.0
LANGUAGE_CAMB,0.0,0.0
LANGUAGE_BENG,0.0,0.0
LANGUAGE_ARAB,0.0,0.0
LANGUAGE_AMER,0.0,0.0
LANGUAGE_ALBA,0.0,0.0
LANGUAGE_*YOR,0.0,0.0
LANGUAGE_*YID,0.0,0.0
LANGUAGE_*URD,0.0,0.0
LANGUAGE_*TOI,0.0,0.0
LANGUAGE_*TEL,0.0,0.0
LANGUAGE_*TAM,0.0,0.0
LANGUAGE_*SPA,0.0,0.0
LANGUAGE_*RUS,0.0,0.0
LANGUAGE_*ROM,0.0,0.0
LANGUAGE_*PUN,0.0,0.0
LANGUAGE_*PER,0.0,0.0
LANGUAGE_*NEP,0.0,0.0
LANGUAGE_*GUJ,0.0,0.0
ETHNICITY_WHITE - RUSSIAN,0.0,0.0
missingindicator_item_5820_last,0.0,0.0
item_8549_count,0.0,0.0
missingindicator_item_581_min,0.0,0.0
missingindicator_item_5813_last,0.0,0.0
missingindicator_item_5813_count,0.0,0.0
missingindicator_item_5813_std,0.0,0.0
item_5815_max,0.0,0.0
missingindicator_item_5813_max,0.0,0.0
missingindicator_item_5813_min,0.0,0.0
item_5815_std,0.0,0.0
item_5815_last,0.0,0.0
missingindicator_item_5820_count,0.0,0.0
missingindicator_item_113_last,0.0,0.0
missingindicator_item_113_count,0.0,0.0
missingindicator_item_113_std,0.0,0.0
item_8551_mean,0.0,0.0
missingindicator_item_113_max,0.0,0.0
missingindicator_item_113_min,0.0,0.0
item_742_mean,0.0,0.0
item_220179_std,0.0,0.0
item_742_min,0.0,0.0
item_742_max,0.0,0.0
item_742_std,0.0,0.0
item_220051_count,0.0,0.0
item_220051_std,0.0,0.0
item_742_last,0.0,0.0
item_8549_min,0.0,0.0
missingindicator_item_581_max,0.0,0.0
missingindicator_item_581_std,0.0,0.0
missingindicator_item_581_count,0.0,0.0
missingindicator_item_8553_min,0.0,0.0
missingindicator_item_8551_mean,0.0,0.0
missingindicator_item_5815_last,0.0,0.0
missingindicator_item_5815_count,0.0,0.0
missingindicator_item_5815_std,0.0,0.0
missingindicator_item_5815_max,0.0,0.0
item_5817_count,0.0,0.0
item_5815_mean,0.0,0.0
missingindicator_item_8553_last,0.0,0.0
missingindicator_item_8553_count,0.0,0.0
missingindicator_item_8553_std,0.0,0.0
missingindicator_item_8553_max,0.0,0.0
missingindicator_item_455_last,0.0,0.0
missingindicator_item_581_last,0.0,0.0
missingindicator_item_455_count,0.0,0.0
missingindicator_item_455_std,0.0,0.0
missingindicator_item_455_max,0.0,0.0
missingindicator_item_455_min,0.0,0.0
item_5815_min,0.0,0.0
missingindicator_item_198_last,0.0,0.0
missingindicator_item_198_count,0.0,0.0
missingindicator_item_198_std,0.0,0.0
missingindicator_item_198_max,0.0,0.0
missingindicator_item_198_min,0.0,0.0
missingindicator_item_198_mean,0.0,0.0
item_220050_count,0.0,0.0
item_220181_max,0.0,0.0
missingindicator_item_8551_max,0.0,0.0
item_220180_count,0.0,0.0
item_224168_mean,0.0,0.0
item_5813_count,0.0,0.0
item_5813_last,0.0,0.0
item_5819_mean,0.0,0.0
item_5819_min,0.0,0.0
item_5819_max,0.0,0.0
item_5819_std,0.0,0.0
item_646_max,0.0,0.0
item_5819_count,0.0,0.0
item_8547_std,0.0,0.0
item_8547_min,0.0,0.0
item_8547_mean,0.0,0.0
item_5820_last,0.0,0.0
item_5820_count,0.0,0.0
item_5820_min,0.0,0.0
item_676_last,0.0,0.0
item_676_count,0.0,0.0
item_676_std,0.0,0.0
item_676_min,0.0,0.0
item_676_mean,0.0,0.0
item_5819_last,0.0,0.0
item_8448_count,0.0,0.0
item_5817_min,0.0,0.0
item_5817_std,0.0,0.0
item_581_count,0.0,0.0
item_224168_min,0.0,0.0
item_224168_max,0.0,0.0
item_224168_std,0.0,0.0
item_223900_min,0.0,0.0
item_184_min,0.0,0.0
item_220180_min,0.0,0.0
item_5813_min,0.0,0.0
item_679_mean,0.0,0.0
item_223761_std,0.0,0.0
item_679_max,0.0,0.0
item_8554_mean,0.0,0.0
item_8554_min,0.0,0.0
item_5813_max,0.0,0.0
item_8554_max,0.0,0.0
item_223900_max,0.0,0.0
item_223901_count,0.0,0.0
item_224168_last,0.0,0.0
item_8554_std,0.0,0.0
item_223901_min,0.0,0.0
item_5813_std,0.0,0.0
item_220739_max,0.0,0.0
item_220739_min,0.0,0.0
item_8554_last,0.0,0.0
item_224641_last,0.0,0.0
item_224641_std,0.0,0.0
item_224641_max,0.0,0.0
item_224641_min,0.0,0.0
item_224641_mean,0.0,0.0
missingindicator_item_8551_min,0.0,0.0
missingindicator_item_5815_min,0.0,0.0
missingindicator_item_8551_std,0.0,0.0
missingindicator_item_5819_std,0.0,0.0
missingindicator_item_5817_std,0.0,0.0
missingindicator_item_5817_max,0.0,0.0
missingindicator_item_5817_min,0.0,0.0
missingindicator_item_5817_mean,0.0,0.0
missingindicator_item_8441_last,0.0,0.0
missingindicator_item_8441_count,0.0,0.0
missingindicator_item_8441_std,0.0,0.0
missingindicator_item_8441_max,0.0,0.0
missingindicator_item_8441_min,0.0,0.0
missingindicator_item_8441_mean,0.0,0.0
missingindicator_item_5819_last,0.0,0.0
missingindicator_item_5819_count,0.0,0.0
missingindicator_item_5819_max,0.0,0.0
missingindicator_item_8554_mean,0.0,0.0
missingindicator_item_5819_min,0.0,0.0
item_8553_std,0.0,0.0
missingindicator_item_211_last,0.0,0.0
missingindicator_item_211_count,0.0,0.0
missingindicator_item_211_std,0.0,0.0
missingindicator_item_211_max,0.0,0.0
missingindicator_item_211_min,0.0,0.0
missingindicator_item_211_mean,0.0,0.0
missingindicator_item_8554_last,0.0,0.0
missingindicator_item_8554_count,0.0,0.0
missingindicator_item_8554_std,0.0,0.0
missingindicator_item_8554_max,0.0,0.0
missingindicator_item_5817_count,0.0,0.0
missingindicator_item_5817_last,0.0,0.0
missingindicator_item_51_min,0.0,0.0
missingindicator_item_51_max,0.0,0.0
item_8553_min,0.0,0.0
missingindicator_item_5820_max,0.0,0.0
missingindicator_item_5820_min,0.0,0.0
item_8553_max,0.0,0.0
missingindicator_item_676_last,0.0,0.0
missingindicator_item_676_count,0.0,0.0
missingindicator_item_676_std,0.0,0.0
missingindicator_item_676_max,0.0,0.0
missingindicator_item_676_min,0.0,0.0
missingindicator_item_676_mean,0.0,0.0
missingindicator_item_723_last,0.0,0.0
missingindicator_item_723_count,0.0,0.0
missingindicator_item_723_std,0.0,0.0
missingindicator_item_723_max,0.0,0.0
missingindicator_item_723_min,0.0,0.0
missingindicator_item_723_mean,0.0,0.0
missingindicator_item_8448_last,0.0,0.0
missingindicator_item_8448_count,0.0,0.0
missingindicator_item_8448_std,0.0,0.0
missingindicator_item_8448_max,0.0,0.0
missingindicator_item_8448_min,0.0,0.0
missingindicator_item_8448_mean,0.0,0.0
missingindicator_item_51_last,0.0,0.0
missingindicator_item_51_count,0.0,0.0
missingindicator_item_51_std,0.0,0.0
missingindicator_item_8551_count,0.0,0.0
missingindicator_item_8554_min,0.0,0.0
missingindicator_item_677_count,0.0,0.0
item_8553_last,0.0,0.0
missingindicator_item_618_count,0.0,0.0
missingindicator_item_618_std,0.0,0.0
missingindicator_item_618_max,0.0,0.0
missingindicator_item_618_min,0.0,0.0
missingindicator_item_618_mean,0.0,0.0
missingindicator_item_677_last,0.0,0.0
missingindicator_item_454_last,0.0,0.0
missingindicator_item_8549_std,0.0,0.0
missingindicator_item_677_std,0.0,0.0
missingindicator_item_677_max,0.0,0.0
missingindicator_item_677_min,0.0,0.0
missingindicator_item_677_mean,0.0,0.0
missingindicator_item_52_last,0.0,0.0
missingindicator_item_52_count,0.0,0.0
missingindicator_item_8549_count,0.0,0.0
missingindicator_item_52_max,0.0,0.0
missingindicator_item_52_min,0.0,0.0
missingindicator_item_184_last,0.0,0.0
missingindicator_item_8549_last,0.0,0.0
missingindicator_item_184_count,0.0,0.0
missingindicator_item_184_std,0.0,0.0
missingindicator_item_184_max,0.0,0.0
missingindicator_item_184_min,0.0,0.0
missingindicator_item_618_last,0.0,0.0
HAS_CHARTEVENTS_DATA,0.0,0.0
missingindicator_item_8368_min,0.0,0.0
missingindicator_item_454_mean,0.0,0.0
missingindicator_item_8551_last,0.0,0.0
missingindicator_item_742_mean,0.0,0.0
missingindicator_item_742_min,0.0,0.0
missingindicator_item_742_max,0.0,0.0
missingindicator_item_454_count,0.0,0.0
missingindicator_item_742_std,0.0,0.0
missingindicator_item_454_std,0.0,0.0
missingindicator_item_454_max,0.0,0.0
missingindicator_item_742_count,0.0,0.0
missingindicator_item_742_last,0.0,0.0
missingindicator_item_679_last,0.0,0.0
missingindicator_item_8368_max,0.0,0.0
missingindicator_item_679_count,0.0,0.0
missingindicator_item_8549_mean,0.0,0.0
missingindicator_item_679_std,0.0,0.0
missingindicator_item_679_max,0.0,0.0
missingindicator_item_8549_min,0.0,0.0
missingindicator_item_8549_max,0.0,0.0
missingindicator_item_679_min,0.0,0.0
missingindicator_item_679_mean,0.0,0.0
missingindicator_item_8368_last,0.0,0.0
missingindicator_item_8368_count,0.0,0.0
missingindicator_item_184_mean,0.0,0.0
item_220052_min,-7.409344217057523e-08,6.504207929249192e-05
ETHNICITY_PATIENT DECLINED TO ANSWER,-1.4618112593400846e-06,5.581304426299688e-05
MARITAL_STATUS_MARRIED,-1.4742401802325667e-06,9.863191711411588e-06
item_8551_count,-1.6219130183015019e-06,1.9879815836682266e-05
item_223761_max,-2.2943874972813914e-06,6.029966219781786e-06
item_220180_std,-2.3134263320456762e-06,1.1255861130931607e-05
item_220074_last,-2.4747070999420195e-06,1.969695542378787e-06
item_220052_std,-2.7352588096274387e-06,2.097010414902895e-06
item_220050_max,-3.699999562478684e-06,2.815255411046544e-05
item_456_max,-4.527732425863018e-06,3.543583513145595e-05
item_220074_mean,-5.257029716532191e-06,8.882388975622781e-06
DBSOURCE_METAVISION,-6.313253841183642e-06,2.0443077238761926e-05
item_51_std,-8.206233595897671e-06,6.73106982216967e-05
item_51_count,-9.624266725272168e-06,2.6639982587890617e-05
item_8549_mean,-9.830117324671761e-06,2.814650449973415e-05
item_220050_min,-1.016015394544878e-05,9.111757513786132e-06
item_198_count,-1.0311009591013054e-05,1.8826001277853348e-05
item_5817_last,-1.0492358825753279e-05,2.375135843161939e-05
item_723_std,-1.1490255222468271e-05,1.2298583106782223e-05
item_220277_max,-1.1501872007346758e-05,1.1228132026450302e-05
item_220051_last,-1.2860047873453073e-05,1.4696944736984755e-05
item_220179_max,-1.3108477309831112e-05,2.4678686128925943e-05
missingindicator_item_5813_mean,-1.4829002071048424e-05,3.168793739687081e-05
item_220052_max,-1.504530819436134e-05,8.35700799669227e-06
missingindicator_ED_LOS_HOURS,-1.5428667451278243e-05,3.6087641962041883e-05
item_8551_min,-1.5644825561833554e-05,1.643270456925224e-05
item_52_min,-1.6155564464626072e-05,4.0860698982649144e-05
item_8441_std,-1.7189597065214724e-05,9.518500019037627e-05
item_220180_max,-1.725094753292078e-05,9.701716797676853e-06
item_8368_last,-1.7815062090964506e-05,9.24215806249758e-05
item_220181_count,-2.0119081732794532e-05,1.3936152356601497e-05
GENDER_M,-2.0245069391267025e-05,4.416362294689841e-05
item_198_min,-2.0650228453900078e-05,2.9554803464200755e-05
item_51_min,-2.1651852022186446e-05,3.20312838239453e-05
missingindicator_item_220074_std,-2.2027103540089853e-05,8.916057557314238e-06
item_8368_max,-2.2237515725231916e-05,6.315256600892337e-05
item_223761_mean,-2.2377762925474e-05,4.247584921904274e-05
item_8368_min,-2.710261151784854e-05,5.550680536151982e-05
item_8448_max,-2.7888683594823327e-05,2.2140963106382485e-05
item_678_std,-2.806345879450278e-05,3.8478586705333655e-05
missingindicator_item_5820_std,-3.184982207753429e-05,0.00010374621878654318
missingindicator_item_5815_mean,-3.196640958325059e-05,7.788794246734072e-05
item_454_std,-3.362063078247157e-05,5.9372610246496287e-05
item_8549_last,-3.817915030979169e-05,1.8726837576526578e-05
item_618_max,-3.8976928299616634e-05,2.209614354938058e-05
item_220045_std,-4.1048590481351786e-05,2.2669603360490818e-05
item_5815_count,-4.113463908611559e-05,1.2564347939888857e-05
ADMISSION_TYPE_EMERGENCY,-4.521020284848909e-05,4.722867154650038e-05
item_8549_max,-4.6773438432734515e-05,1.617299143077018e-05
item_220277_mean,-4.8390425156175086e-05,0.0001066351004499971
item_52_count,-4.8781757192306596e-05,4.3062123424999715e-05
item_223761_min,-4.993619011479655e-05,4.267029771110881e-05
item_677_std,-5.4502829693992005e-05,8.554306210675502e-05
missingindicator_item_113_mean,-5.827986526908413e-05,2.049541590832915e-05
item_223900_std,-5.929239744527637e-05,1.217313609787404e-05
item_8551_std,-6.206699233632929e-05,2.5103833141487918e-05
item_456_mean,-6.740731088008544e-05,6.156705730091052e-05
item_223901_max,-7.186311804647793e-05,4.878770008664121e-05
item_8547_count,-7.233214251872733e-05,3.594106002664149e-05
missingindicator_item_5820_mean,-7.560309181383617e-05,7.525605171637885e-05
missingindicator_item_455_mean,-8.297681194616713e-05,8.40348997049018e-05
item_677_last,-8.536106247565289e-05,4.020726754742806e-05
item_8368_count,-9.133943345542849e-05,5.847737471831608e-05
item_8553_count,-9.545280248468568e-05,8.11702344278538e-05
item_220051_max,-9.76045855263452e-05,4.18195339490343e-05
item_742_count,-0.00014021541231694633,9.615900370020418e-05
item_8448_mean,-0.00014321926189126978,0.00011763489615650007
item_198_max,-0.00014481662649125094,4.984265794396858e-05
missingindicator_item_811_mean,-0.00018769203533857136,0.0002597301139519208
item_811_min,-0.00019213635563364306,9.272240945358895e-05
item_52_std,-0.00019301212501749988,5.0209405542188433e-05
item_211_std,-0.0002336273526762689,0.0012251340276689803
INSURANCE_PRIVATE,-0.0002738912590094844,0.0005949195389700616
RELIGION_NOT SPECIFIED,-0.000274118437035209,0.00024314162567175526
item_618_count,-0.00029296421230836647,6.55117888575538e-05
RELIGION_CATHOLIC,-0.00031636079618813095,0.0002669068487199854
item_113_std,-0.00036252005407448883,0.00019405603961529996
INSURANCE_GOVERNMENT,-0.0004967773898077565,0.00022161850044033441
ETHNICITY_WHITE,-0.0005126165788417181,0.0010183862267061096
item_113_mean,-0.0005634938719207728,0.00022083107743492701
item_834_std,-0.0008443659006342807,0.00027175890318628784
item_113_count,-0.0008915661381423745,0.0005047267756813593
item_834_min,-0.0013853984206779635,0.0013427592758436732
